condition,case,variant,episode,seed,assignment_mode,defender_id,target_index,target_id,idbo_best_cost,idbo_repaired_cost,idbo_runtime_ms,idbo_final_disagreement,repair_moves
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,0,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,1,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,2,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,3,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,4,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,5,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,6,6,26,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,7,7,27,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,8,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,9,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,10,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,11,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,12,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,13,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,14,6,26,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,15,7,27,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,16,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,17,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,18,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,81,102081,fixed,19,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,0,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,1,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,2,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,3,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,4,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,5,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,6,6,26,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,7,7,27,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,8,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,9,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,10,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,11,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,12,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,13,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,14,6,26,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,15,7,27,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,16,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,17,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,18,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,82,102082,fixed,19,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,0,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,1,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,2,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,3,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,4,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,5,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,6,6,26,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,7,7,27,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,8,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,9,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,10,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,11,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,12,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,13,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,14,6,26,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,15,7,27,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,16,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,17,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,18,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,83,102083,fixed,19,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,84,102084,fixed,0,0,20,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,84,102084,fixed,1,1,21,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,84,102084,fixed,2,2,22,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,84,102084,fixed,3,3,23,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,84,102084,fixed,4,4,24,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,84,102084,fixed,5,5,25,nan,nan,0.0,nan,0
case1_supplement_n400_no_gru,case1,no_gru,84,102084,fixed,6,6,26,nan,nan,0.0,nan,0
